19889513.94,SZ300034,46738555.21,1771723855.26,1771723855.26,385785013.29,钢研高纳,2017-03-31,0,153596774.83,1406808884.2,364914971.06,465925701.95,1220000.0,251765471.85,490450598.05,77123065.79,3828385.6,,1155318304.66,364914971.06,23261751.23,42178.69
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
1253722403,SH600362,2441740777,99875860331,99875860331,18920610993,江西铜业,2018-06-30,14.02,104505429936,51054552764,48821307567,17950542039,3.27E8,43930085595,18234316604,14714724029,708874017,,67299808779,48821307567,1685807845,346272.94
823778677,SH600362,2385849597,94146522245,94146522245,18822028066,江西铜业,2018-03-31,0,50611607557,50797255585,43349266660,18886428600,1.23E8,39601766949,18124888444,14714724029,661445605,213102588,60522688937,43349266660,974184108,346272.94
1711730929,SH600362,2416383779,97468655222,97468655222,19997186975,江西铜业,2017-12-31,0,205046854771,49983229863,47485425359,18714763856,5.33E8,45930918650,17358929862,14714724029,716043512,165774548,65741984088,47485425359,2857272981,346272.94
1622135317,SH600362,2376591332,96571438401,96571438401,16320621052,江西铜业,2017-09-30,0,155355400938,50025771536,46545666865,17174971968,4.32E8,44880498938,17589659128,14464314873,845961518,148645750,65483149897,46545666865,2517292817,346272.94
818548356,SH600362,2398935140,94193780728,94193780728,16566285935,江西铜业,2017-06-30,0,98285807570,49194610990,44999169738,17461159885,2.98E8,44040196844,16839208984,14464314873,818555661,107731295,63263498149,44999169738,1517109110,346272.94
543058967,SH600362,2419004071,89740106693,89740106693,16235127361,江西铜业,2017-03-31,0,44684133049,49431817961,40308288732,17867707888,1.55E8,39147405094,17069656518,14464314873,1073795930,124800692,56215073272,40308288732,860120769,346272.94
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
554164003.36,SZ300408,269527038.05,7658423674.43,7658423674.43,745475799.3,三环集团,2018-06-30,20.8,1776530676.35,6183299474.41,1475124200.02,1600628099.92,2.974E7,1118039554.4,3668433134.4,606909879.98,44338653.03,477930.46,4852630011.93,1475124200.02,669171685.36,174113.38
252710331.14,SZ300408,271813105.61,7608972619.38,7608972619.38,702164669.95,三环集团,2018-03-31,0,806272222.42,6192737703.16,1416234916.22,1505976478.39,1.443E7,727755263.12,3716443435.95,606909879.98,38989291.51,467003.83,4923972673.34,1416234916.22,299842202.94,174113.38
1085833322.38,SZ300408,273287847.56,7434366518.55,7434366518.55,640346701.54,三环集团,2017-12-31,0,3129801620.19,5935483932.79,1498882585.76,1476417704.24,4.872E7,802835434.72,3464810304.05,606909879.98,38204240.41,468629.91,4876068068.92,1498882585.76,1266475676.34,174113.38
701592579.36,SZ300408,268319453.32,6692127547.81,6692127547.81,601733316.42,三环集团,2017-09-30,0,2112307375.07,5553180437.9,1138947109.91,1186704584.92,3.399E7,539921762.26,3180922231.39,506787445.07,35733996.78,480771.22,4532773051.24,1138947109.91,825244627.88,172795.04
430205819.14,SZ300408,229011510.07,6312271013.96,6312271013.96,462253222.46,三环集团,2017-06-30,0,1308357252.98,5238507393.56,1073763620.4,1192692710.2,2.26E7,476516522.04,2911376946.92,506787445.07,34371328.9,456705.26,4632248369.11,1073763620.4,506823730.89,172795.04
232569023.75,SZ300408,229536144.95,6384349130.44,6384349130.44,416877629.8,三环集团,2017-03-31,0,676817001.18,5380679745.39,1003669385.05,1084806313.03,1.076E7,424822306.18,3059402692.97,506787445.07,29914999.32,,4819416062.25,1003669385.05,276536640.65,172795.04
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
36060965.58,SZ300305,12436782.83,1580890757.81,1580890757.81,31860946.02,裕兴股份,2018-06-30,5.7,326975217.24,1459434523.28,121456234.53,241937021.64,4900000.0,104694809.84,450671321.16,142142841.24,1815110.61,52311.11,1191638788.06,121456234.53,42122593.19,28875.3
15332104.57,SZ300305,12517366.73,1577376310.25,1577376310.25,40862338.66,裕兴股份,2018-03-31,0,153557003.79,1455824126.07,121552184.18,253764998.49,2200000.0,103833712.42,446460433.15,142142841.24,1856249.13,26100,1204460802.08,121552184.18,17932285.32,28978.9
68958150.76,SZ300305,12597950.63,1577570462.86,1577570462.86,40465222.09,裕兴股份,2017-12-31,0,590516223.29,1440492021.5,137078441.36,263874308.79,9770000.0,118402922.53,431128328.58,142142841.24,1890195.53,14355,1211525543.91,137078441.36,76348449.52,28978.9
52018814.85,SZ300305,12776599.99,1532433888.76,1532433888.76,45110863.12,裕兴股份,2017-09-30,0,425841413.68,1430212625.59,102221263.17,275914926.57,7370000.0,82588697.27,427745809.49,128586024.42,1546341.77,,1140507785.77,102221263.17,61233052.54,29079.0
35370503.97,SZ300305,12969993.49,1492421646.95,1492421646.95,49282255.32,裕兴股份,2017-06-30,0,264734505.76,1412061014.71,80360632.24,291205056.85,4750000.0,60053352.6,411097498.61,128586024.42,2304213.12,0,1114752527.51,80360632.24,41025547.37,28978.9
11957399.36,SZ300305,13163386.99,1496643085.62,1496643085.62,51503544.92,裕兴股份,2017-03-31,0,122086646.35,1413375044.64,83268040.98,303612441.66,2070000.0,62010714.26,405131794,128586024.42,2306499.42,,1123398192.96,83268040.98,13949208.97,29079.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
15966215.9,SZ300283,93123897.42,1410754295.07,1410754295.07,378922121.9,温州宏丰,2018-06-30,4.3,556482754.88,587150964.26,823603330.81,317194759.49,5590000.0,692382333.34,125724362.45,23572451.29,5678183.44,803567.42,679059524.53,823603330.81,18895422.12,41436.14
12166626.83,SZ300283,98185469.54,1403882345.79,1403882345.79,394094414.16,温州宏丰,2018-03-31,0,252592708.45,585433309.49,818449036.3,332868692.58,2870000.0,668603945.57,123029151.67,23572451.29,5834497.39,857103.43,689626106.16,818449036.3,13650494.03,41436.14
3301149.37,SZ300283,101804944.12,1448211025.62,1448211025.62,417504639.91,温州宏丰,2017-12-31,0,1005250212.94,573298730.29,874912295.33,345884677.39,1.057E7,724610716.29,110604607.79,23572451.29,4106228.41,879074.3,761745560.6,874912295.33,6630979.86,41436.14
1614384.38,SZ300283,107963615.88,1416161181.47,1416161181.47,448693166.2,温州宏丰,2017-09-30,0,725171590.82,571624398.67,844536782.8,287610818.75,7720000.0,690119646.6,109215666.1,22417595.15,3108482.73,766634.72,769710837,844536782.8,4667956.57,41436.14
7051065.95,SZ300283,105173219.42,1319868641.27,1319868641.27,422757540.6,温州宏丰,2017-06-30,0,459381122.89,577035365.68,742833275.59,289048243.93,4840000.0,623143103.34,113802935.71,22417595.15,2974121.04,655640.28,698704422.38,742833275.59,9940109.97,41436.14
3681576.19,SZ300283,104854038.17,1335022857.46,1335022857.46,394914848.01,温州宏丰,2017-03-31,0,188906316.38,578058003.68,756964853.78,250931141.61,2030000.0,645179986.89,114318959.33,22417595.15,3152573.17,759155.14,731260090.93,756964853.78,5592621.84,41436.14
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
232174685.49,SZ000541,153387711.51,5238861184.94,5238861184.94,718166451.66,佛山照明,2018-06-30,5.84,2064779289.99,4290302740.32,948558444.62,511806666.21,1.04E8,867312582.49,1542346538.43,772953002.36,34933025.45,,3112767596.15,948558444.62,279218831.19,139934.62
99152995.31,SZ000541,154365815.93,5832891424.79,5832891424.79,588148362.16,佛山照明,2018-03-31,0,1123376512.26,4889600658.87,943290765.92,481932461.91,5.541E7,806632054.37,1828153509.17,772953002.36,35850835.8,,3335012506.24,943290765.92,119689903.22,127213.29
745820319.26,SZ000541,155544720.36,5675811824.29,5675811824.29,746466889.87,佛山照明,2017-12-31,0,3800188261.54,4799635119.79,876176704.5,483520866.64,2.14E8,737858123.05,1731600796.18,772953002.36,37675828.79,,3214111806.72,876176704.5,872802871.49,127213.29
682748732.6,SZ000541,157093681.84,5863350363.96,5863350363.96,696098069.44,佛山照明,2017-09-30,0,2950253633.82,4940717064.37,922633299.59,467695253.63,1.49E8,748157569.57,1708851147.74,733924951.81,34747640.13,,3326703314.56,922633299.59,797243162.69,127213.29
231884976.24,SZ000541,158172586.28,5773132610.86,5773132610.86,733151791,佛山照明,2017-06-30,0,2023925582.84,4726089286.38,1047043324.48,436897311.33,8.165E7,830995142.41,1258814782,733924951.81,40730492.66,,2970240488.91,1047043324.48,274482477.59,127213.29
121805398.21,SZ000541,159251490.7,6239727776.53,6239727776.53,676437700.82,佛山照明,2017-03-31,0,1093649938.81,5205899716.79,1033828059.74,446158295.04,3.84E7,807930385.83,1684490500.94,733924951.81,41535629.42,,3421228806.7,1033828059.74,145070738.45,127213.29
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
583133257.27,SH600273,291247806.47,8581712147.35,8581712147.35,383370563.28,嘉化能源,2018-06-30,8.91,2822249882.26,6719073032.5,1862639114.85,3943254497.8,4.006E7,1408908406.04,2009390504.87,273630436.83,21449411.23,3074988.59,3183175207.07,1862639114.85,689458736.18,148451.11
294631905.53,SH600273,279844248.2,8601204504.71,8601204504.71,341283558.13,嘉化能源,2018-03-31,0,1370469301.74,6726900283.31,1874304221.4,3856995421.94,1.991E7,1540476986.41,2019166365.02,273630436.83,13066302.37,14591832.18,3242779740.56,1874304221.4,348326858.1,148451.11
971553651.44,SH600273,284941718.52,8642081293.21,8642081293.21,313507742.63,嘉化能源,2017-12-31,0,5576006079.31,6482036402.09,2160044891.12,3938205321.23,8.001E7,1829665524.58,1724873550.42,273630436.83,11216834.31,10092048.8,3221848569.2,2160044891.12,1146551426.08,149399.36
684607973.13,SH600273,287604779.38,8168976585.06,8168976585.06,332924264.64,嘉化能源,2017-09-30,0,4008775525.61,6234584636.42,1934391948.64,3835838089.24,5.411E7,1603371157.35,1547454467.39,164439441.92,7022471.39,6564373.38,2967262968.07,1934391948.64,820020511.53,149399.36
460847396.08,SH600273,292668475.95,7371839951.17,7371839951.17,333926832.93,嘉化能源,2017-06-30,0,2663533770.82,4226274635.38,3145565315.79,3679182198.07,3.175E7,2814026255.03,1324373618.14,164439441.92,6013120.16,4931240.17,2077758985.24,3145565315.79,553775406.23,130628.53
238644624.11,SH600273,150669390.33,7115721216.24,7115721216.24,514857669.18,嘉化能源,2017-03-31,0,1320019544.92,4217078107.9,2898643108.34,3662900690.39,1.361E7,2564356020.86,1327268136.32,164439441.92,5796498.09,16217940.43,2284886646.14,2898643108.34,287593450.95,130628.53
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
39039781.39,SZ002669,90855847.78,2277907696.37,2277907696.37,140862990.87,康达新材,2018-06-30,13.54,341259510.12,1872837889.63,405069806.74,241274094.37,2.444E7,393636513.88,364104667.81,45921030.29,5613507.63,,1453255003.33,405069806.74,47219053.54,24112.93
9725910.49,SZ002669,81678736.15,1800951185.4,1800951185.4,93569500.2,康达新材,2018-03-31,0,132406961.88,1646745498.21,154205687.19,239153566.6,1.089E7,151906585.52,343394506.51,45921030.29,4639000.59,,1212064869.58,154205687.19,10748278.4,24112.93
43436876.14,SZ002669,82629834.32,1766820685.72,1766820685.72,90924645.88,康达新材,2017-12-31,0,549962318.75,1637019587.72,129801098,246885050.36,4.915E7,127506358.28,333473487.25,45921030.29,4328527.3,,1193236152.85,129801098,46695179.7,23079.71
48976919.98,SZ002669,83635709.51,1779223772.01,1779223772.01,81144959.22,康达新材,2017-09-30,0,403536576.01,1642559631.56,136664140.45,237397854.29,3.535E7,134252547.37,342943403.06,41665832.97,3324588.66,,1398021948.31,136664140.45,55334940.99,23079.71
38080046.16,SZ002669,84642259.7,1774274472.24,1774274472.24,87997972.14,康达新材,2017-06-30,0,247527898.22,1630662757.74,143611714.5,240594492.13,2.221E7,140827826.05,332030441.27,41665832.97,3330937.81,,1401296216.35,143611714.5,42618810.1,23079.71
23659193.01,SZ002669,86258402.05,1799630817.71,1799630817.71,89909642.43,康达新材,2017-03-31,0,119240261.53,1632859295.59,166771522.12,244415571.93,1.076E7,163725891.45,334226979.12,41665832.97,3862080.91,,1431641566.18,166771522.12,25597268.73,23079.71
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
-3140269.52,SZ300345,45429208.05,947181213.53,947181213.53,142785022.47,红宇新材,2018-06-30,4.5,60008197.78,749409921.26,197771292.27,206120144.91,3650000.0,153589038.17,14189803.97,22597155.76,7132002.09,,458585995.01,197771292.27,-3444635.14,44129.55
-203226.65,SZ300345,45969097.6,979336182.78,979336182.78,155071438.74,红宇新材,2018-03-31,0,31587665.56,753844591.66,225491591.12,212714483.66,1530000.0,179635969.42,17418219.08,22597155.76,6724963.63,36196.11,476867215,225491591.12,-168521.59,44129.55
-55585231.3,SZ300345,57519101.14,1017729885.3,1017729885.3,160339390.78,红宇新材,2017-12-31,0,151142966.51,777436852.09,240293033.21,213191048.6,1.688E7,194403471.51,21228488.63,22597155.76,7570370.49,238006.11,524326289.94,240293033.21,-57745072.56,44129.55
-6930049.65,SZ300345,49818139.65,1068410588.34,1068410588.34,166692355.16,红宇新材,2017-09-30,0,120643482.58,824804910.92,243605677.42,207351034.45,1.236E7,232351303.78,62802785.11,22723694.64,6051007.4,,529821472.99,243605677.42,-6753388.65,44129.55
-1515165.66,SZ300345,50415955.1,1057010360.34,1057010360.34,142233818.66,红宇新材,2017-06-30,0,99510356.79,837898626.87,219111733.47,209204521.58,8200000.0,207980122.62,75986796.86,22597155.76,4113918.64,,578494811.31,219111733.47,-1025589.84,44129.55
-4135583,SZ300345,46580134.62,1072492672.59,1072492672.59,145188066.62,红宇新材,2017-03-31,0,47803607.23,858474915.39,214017757.2,220416883.9,4760000.0,212537051.49,95825336.44,22786505,5095665.23,,601864276.39,214017757.2,-3459508.1,44129.55
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
157308368.68,SH600862,467918519.97,6928423943.92,6928423943.92,1691411548.92,中航高科,2018-06-30,6.08,1391877230.12,3666950233.09,3261473710.83,1075470223.75,2.425E7,2832818615.05,446384272.38,55085073.76,71268490.07,,4483541773.1,3261473710.83,208339643.45,139304.91
70676299.86,SH600862,470933096.98,6887376192.9,6887376192.9,1655829642.02,中航高科,2018-03-31,0,708539274.08,3587812063.24,3299564129.66,1088431291.83,1.085E7,2852365668.35,368780317.29,55085073.76,124880402.5,50000,4393591880.24,3299564129.66,66862173.45,139304.91
83716714.68,SH600862,475358822.88,7105948814.04,7105948814.04,1903019089.6,中航高科,2017-12-31,0,3044152398.07,3518996824.57,3586951989.47,1115524114.42,4.818E7,3103929184.85,320079414.72,55085073.76,124880402.5,,4618888960.18,3586951989.47,161003892.9,139304.91
263601959.87,SH600862,486483614.69,7920103564.81,7920103564.81,2017658592.68,中航高科,2017-09-30,0,2321882003.98,3677856995.23,4242246569.58,1126610466.33,2.801E7,3662924655.97,523233057.69,33543680.52,74976787.93,231909.77,5560014843.44,4242246569.58,347691837.62,139304.91
214376800.1,SH600862,485296984.6,7771855135.68,7771855135.68,2142080719.49,中航高科,2017-06-30,0,1760103107.81,3651475288.7,4120379846.98,1149825537.62,2.413E7,3542636932.46,472176557.82,33543680.52,69689553.97,181910.44,5336089641.25,4120379846.98,289871037.33,139304.91
